44.000000
1 1 -3.117880 0.555408 2.603549 -0.755205 0.099780 0.647850 1.460283 15.571511 0.000000 0.000000 0.000000
1 0 0.656806 -0.710351 -0.252995 -0.684830 0.605770 0.405032 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.102068 -0.339944 0.934890 0.649950 -0.681239 -0.336866 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.443591 0.848978 -0.287165 -0.286152 0.330075 0.899537 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.887274 0.454177 0.080420 -0.697357 0.439267 -0.566338 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.039260 -0.982313 0.183082 -0.829547 -0.213810 -0.515884 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.112961 -0.880263 -0.460843 -0.300918 -0.098396 0.948560 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.301528 -0.125074 -0.945218 0.599573 0.528486 0.601011 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.960772 0.190397 -0.201658 0.893536 -0.444226 0.065244 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.383390 -0.907425 -0.172025 0.084995 -0.393163 -0.915532 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.708427 -0.668227 0.227166 -0.779824 -0.466821 0.417077 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.492962 0.869605 -0.027846 0.737435 -0.095567 -0.668623 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.875952 -0.289555 0.385832 0.550531 -0.668891 0.499501 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.585366 0.175503 -0.791546 -0.901171 -0.136070 -0.411554 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.221074 0.756413 0.615602 0.179599 -0.854591 0.487255 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.720635 -0.302245 0.623965 0.455340 -0.440897 0.773482 0.407881 0.339199 1.000000 0.200000 0.000000
