3100
spam
0 1 0.200000 0.272558 1.403985 -2.981039 -2.149311
1 1 0.200000 0.272558 -4.637597 -1.704954 -2.033858
2 1 0.200000 0.272558 -2.016590 -3.880001 1.810197
3 1 0.200000 0.272558 1.509769 5.030398 1.274663
4 1 0.200000 0.272558 6.145912 -3.589540 -1.026039
5 1 0.200000 0.272558 -0.407252 -3.437191 -2.051641
6 1 0.200000 0.272558 -1.121378 -0.898423 -2.440111
7 1 0.200000 0.272558 -8.681351 0.611369 -0.581055
8 1 0.200000 0.272558 -6.434018 2.229267 -1.455871
9 1 0.200000 0.272558 -6.752021 0.126201 1.635987
10 1 0.200000 0.272558 4.146853 -0.456179 -2.213778
11 1 0.200000 0.272558 1.364758 -4.157564 -1.746270
12 1 0.200000 0.272558 7.043821 -1.619250 1.389149
13 1 0.200000 0.272558 -4.145722 -5.331274 0.222319
14 1 0.200000 0.272558 -0.145310 2.929687 -2.168657
15 1 0.200000 0.272558 2.456544 -2.346993 -2.194955
16 1 0.200000 0.272558 -4.653481 4.555035 -1.016506
17 1 0.200000 0.272558 2.016467 4.604965 -1.488811
18 1 0.200000 0.272558 -6.328613 2.639006 -1.419524
19 1 0.200000 0.272558 -5.763115 4.062674 0.890977
20 1 0.200000 0.272558 5.364888 -3.153120 -1.519132
21 1 0.200000 0.272558 2.725128 2.008958 -2.226908
22 1 0.200000 0.272558 6.488567 -4.029897 -0.374175
23 1 0.200000 0.272558 4.943193 3.371313 -1.563310
24 1 0.200000 0.272558 4.329408 1.291365 2.121514
25 1 0.200000 0.272558 6.219319 1.711419 1.675426
26 1 0.200000 0.272558 -7.150457 -2.483426 -1.089461
27 1 0.200000 0.272558 -4.266814 -0.411678 -2.202268
28 1 0.200000 0.272558 7.159272 3.213252 0.749324
29 1 0.200000 0.272558 8.538057 -0.550506 0.785496
30 1 0.200000 0.272558 -3.412892 -1.005595 2.285758
31 1 0.200000 0.272558 -0.868693 -5.716108 0.737052
32 1 0.200000 0.272558 0.517853 -4.265104 -1.765696
33 1 0.200000 0.272558 -8.219412 -1.817566 -0.633633
34 1 0.200000 0.272558 1.129003 0.274860 -2.487390
35 1 0.200000 0.272558 -1.900320 -1.536795 2.350174
36 1 0.200000 0.272558 -6.810316 -0.958569 -1.588218
37 1 0.200000 0.272558 -5.823083 4.615252 -0.053104
38 1 0.200000 0.272558 5.638336 -0.289749 1.937759
39 1 0.200000 0.272558 1.560735 5.414522 -0.955218
40 1 0.200000 0.272558 5.550634 -1.367991 1.896951
41 1 0.200000 0.272558 -5.163542 0.167758 -2.035462
42 1 0.200000 0.272558 4.077104 -4.225614 1.347207
43 1 0.200000 0.272558 2.146529 -3.689480 -1.868985
44 1 0.200000 0.272558 2.353833 4.790230 -1.377446
45 1 0.200000 0.272558 -2.132232 0.062931 2.417507
46 1 0.200000 0.272558 6.912161 1.245363 -1.502806
47 1 0.200000 0.272558 4.260996 -2.661613 1.908264
48 1 0.200000 0.272558 -2.220732 0.543681 -2.416405
49 1 0.200000 0.272558 -5.704325 -3.466692 1.302625
