1 2 1453.000000 3121.000000
1 3 868.000000 2054.000000
1 4 1599.000000 2654.000000
1 5 1013.000000 1698.000000
1 6 1397.000000 2956.000000
1 7 569.000000 1476.000000
1 8 494.000000 1221.000000
1 9 1289.000000 2750.000000
1 10 735.000000 1826.000000
1 11 1159.000000 1957.000000
1 12 550.000000 1974.000000
1 13 27.000000 50.000000
1 14 378.000000 536.000000
1 15 1264.000000 2987.000000
1 16 637.000000 1239.000000
1 17 1371.000000 3206.000000
1 18 2.000000 12.000000
1 19 167.000000 170.000000
1 20 279.000000 456.000000
1 21 263.000000 284.000000
1 22 458.000000 742.000000
2 3 779.000000 1407.000000
2 4 1887.000000 3499.000000
2 5 1439.000000 2757.000000
2 6 440.000000 768.000000
2 7 262.000000 617.000000
2 8 810.101318 316.000000
2 9 666.000000 1233.000000
2 10 365.000000 709.000000
2 11 335.000000 679.000000
2 12 973.168955 1094.000000
2 13 698.740995 32.000000
2 14 -1.000000 3.000000
2 15 517.000000 961.000000
2 16 335.000000 620.000000
2 17 802.338866 814.000000
2 18 551.859584 6.000000
2 19 -1.000000 0.000000
2 20 47.000000 52.000000
2 21 0.000000 2.000000
2 22 1.000000 7.000000
3 4 0.000000 800.000000
3 5 0.000000 3.000000
3 6 272.000000 469.000000
3 7 87.000000 91.000000
3 8 237.000000 308.000000
3 9 1103.000000 1601.000000
3 10 129.000000 136.000000
3 11 214.000000 369.000000
3 12 569.000000 898.000000
3 13 0.000000 55.000000
3 14 0.000000 8.000000
3 15 406.000000 409.000000
3 16 219.000000 306.000000
3 17 298.000000 603.000000
3 18 -1.000000 0.000000
3 19 8.000000 17.000000
3 20 -1.000000 0.000000
3 21 0.000000 220.000000
3 22 -1.000000 0.000000
4 5 1481.000000 1488.000000
4 6 655.000000 1249.000000
4 7 398.000000 522.000000
4 8 559.000000 659.000000
4 9 439.000000 501.000000
4 10 209.000000 222.000000
4 11 439.000000 676.000000
4 12 156.000000 256.000000
4 13 0.000000 60.000000
4 14 0.000000 0.000000
4 15 482.000000 687.000000
4 16 215.000000 388.000000
4 17 0.000000 9.000000
4 18 -1.000000 0.000000
4 19 0.000000 0.000000
4 20 125.000000 290.000000
4 21 365.000000 660.000000
4 22 -1.000000 0.000000
5 6 389.000000 817.000000
5 7 274.000000 681.000000
5 8 359.000000 368.000000
5 9 4.000000 46.000000
5 10 59.000000 76.000000
5 11 0.000000 5.000000
5 12 149.000000 245.000000
5 13 8.000000 9.000000
5 14 -1.000000 0.000000
5 15 0.000000 9.000000
5 16 298.000000 443.000000
5 17 71.000000 93.000000
5 18 79.000000 149.000000
5 19 407.000000 410.000000
5 20 131.000000 247.000000
5 21 554.000000 1137.000000
5 22 0.000000 264.000000
6 7 351.000000 706.000000
6 8 559.000000 920.000000
6 9 417.000000 874.000000
6 10 275.000000 641.000000
