22 24.800000 1 0.410000 0.180000 0.601805 0.326981 0.072217
22 24.300000 2 0.360000 0.160000 0.518519 0.363169 0.119342
22 19.800000 3 0.390000 0.180000 0.626263 0.299242 0.075758
22 19.100000 4 0.310000 0.180000 0.626963 0.281414 0.092932
22 18.100000 5 0.350000 0.200000 0.585062 0.307054 0.109267
22 17.100000 6 0.320000 0.210000 0.637427 0.337719 0.026316
22 15.900000 7 0.290000 0.230000 0.509434 0.410377 0.081761
22 14.600000 8 0.290000 0.230000 0.661538 0.285470 0.054701
22 14.100000 9 0.250000 0.190000 0.615248 0.312057 0.074468
22 13.600000 10 0.290000 0.210000 0.595941 0.359779 0.046125
22 13.500000 11 0.290000 0.230000 0.646296 0.298148 0.057407
22 13.400000 12 0.290000 0.230000 0.435514 0.495327 0.071028
22 11.500000 13 0.330000 0.210000 0.489130 0.421739 0.091304
22 10.700000 14 0.240000 0.210000 0.617716 0.326340 0.058275
22 10.300000 15 0.170000 0.190000 0.721951 0.231707 0.048780
22 9.000000 16 0.180000 0.200000 0.673130 0.243767 0.085873
22 8.100000 17 0.140000 0.230000 0.728395 0.228395 0.046296
22 7.800000 18 0.130000 0.190000 0.666667 0.230769 0.105769
22 5.900000 19 0.130000 0.210000 0.610169 0.292373 0.101695
22 6.300000 20 0.160000 0.230000 0.539683 0.412698 0.051587
22 4.800000 21 0.090000 0.230000 0.645833 0.302083 0.057292
22 5.100000 22 0.110000 0.230000 0.419512 0.487805 0.097561
22 15.500000 23 0.420000 0.200000 0.500000 0.300000 0.100000
22 24.800000 1 0.410000 0.180000 0.601805 0.326981 0.072217
22 24.300000 2 0.360000 0.160000 0.518519 0.363169 0.119342
22 19.800000 3 0.390000 0.180000 0.626263 0.299242 0.075758
22 19.100000 4 0.310000 0.180000 0.626963 0.281414 0.092932
22 18.100000 5 0.350000 0.200000 0.585062 0.307054 0.109267
22 17.100000 6 0.320000 0.210000 0.637427 0.337719 0.026316
22 15.900000 7 0.290000 0.230000 0.509434 0.410377 0.081761
22 14.600000 8 0.290000 0.230000 0.661538 0.285470 0.054701
22 14.100000 9 0.250000 0.190000 0.615248 0.312057 0.074468
22 13.600000 10 0.290000 0.210000 0.595941 0.359779 0.046125
22 13.500000 11 0.290000 0.230000 0.646296 0.298148 0.057407
22 13.400000 12 0.290000 0.230000 0.435514 0.495327 0.071028
22 11.500000 13 0.330000 0.210000 0.489130 0.421739 0.091304
22 10.700000 14 0.240000 0.210000 0.617716 0.326340 0.058275
22 10.300000 15 0.170000 0.190000 0.721951 0.231707 0.048780
22 9.000000 16 0.180000 0.200000 0.673130 0.243767 0.085873
22 8.100000 17 0.140000 0.230000 0.728395 0.228395 0.046296
22 7.800000 18 0.130000 0.190000 0.666667 0.230769 0.105769
22 5.900000 19 0.130000 0.210000 0.610169 0.292373 0.101695
22 6.300000 20 0.160000 0.230000 0.539683 0.412698 0.051587
22 4.800000 21 0.090000 0.230000 0.645833 0.302083 0.057292
22 5.100000 22 0.110000 0.230000 0.419512 0.487805 0.097561
22 15.500000 23 0.420000 0.200000 0.500000 0.300000 0.100000
