0 0 0.547013 0.650000
0 1 0.503955 0.402577
0 2 0.504050 0.397694
0 3 0.399632 0.392340
0 4 0.421161 0.395600
0 5 0.504727 0.384673
0 6 0.470257 0.390794
0 7 0.474600 0.389098
0 8 0.390762 0.374162
0 9 0.371610 0.378272
0 10 0.472200 0.376923
0 11 0.468375 0.376209
0 12 0.463376 0.430838
0 13 0.429833 0.385510
0 14 0.453595 0.350919
0 15 0.417281 0.358607
0 16 0.357550 0.330868
0 17 0.415117 0.445244
0 18 0.379313 0.373859
0 19 0.372579 0.354571
0 20 0.374722 0.346331
0 21 0.339215 0.326044
0 22 0.537196 0.000000
0 23 0.296381 0.410000
1 0 0.503955 0.402577
1 1 0.437862 0.600000
1 2 0.397695 0.401524
1 3 0.480753 0.387145
1 4 0.474290 0.387380
1 5 0.495125 0.402884
1 6 0.499471 0.402604
1 7 0.752537 0.409003
1 8 0.579345 0.385457
1 9 0.486782 0.392233
1 10 0.493183 0.392744
1 11 0.427710 0.384373
1 12 0.562322 0.437710
1 13 0.519940 0.474428
1 14 0.583547 0.370399
1 15 0.604276 0.370705
1 16 0.413834 0.357775
1 17 0.492766 0.457929
1 18 0.526650 0.500000
1 19 0.494126 0.404523
1 20 0.529818 0.469752
1 21 0.553317 0.444582
1 22 0.594162 0.000000
1 23 0.394452 0.360000
2 0 0.504050 0.397694
2 1 0.397695 0.401524
2 2 0.736124 0.400000
2 3 0.512666 0.397581
2 4 0.484786 0.478171
2 5 0.561328 0.400396
2 6 0.520633 0.424091
2 7 0.698163 0.399651
2 8 0.562877 0.368469
2 9 0.505933 0.410542
2 10 0.560511 0.392279
2 11 0.468041 0.375530
2 12 0.555660 0.420566
2 13 0.514041 0.455105
2 14 0.574649 0.374266
2 15 0.588907 0.372469
2 16 0.436992 0.349500
2 17 0.524270 0.500000
2 18 0.528142 0.420451
2 19 0.502320 0.500000
2 20 0.522984 0.335365
2 21 0.538772 0.500000
2 22 0.555702 0.000000
2 23 0.420074 0.390000
3 0 0.399632 0.392340
3 1 0.480753 0.387145
3 2 0.512666 0.397581
3 3 0.629100 0.450000
3 4 0.478038 0.382871
3 5 0.486497 0.382467
3 6 0.462169 0.393012
3 7 0.497737 0.384307
3 8 0.444181 0.387143
3 9 0.410558 0.399901
3 10 0.484426 0.379120
3 11 0.440955 0.396605
3 12 0.435657 0.417407
3 13 0.478454 0.500000
3 14 0.434725 0.360971
3 15 0.448356 0.364789
3 16 0.350563 0.444902
3 17 0.414004 0.500000
3 18 0.430036 0.500000
3 19 0.389044 0.346136
3 20 0.385027 0.298359
3 21 0.404363 0.500000
3 22 0.500494 0.000000
3 23 0.314800 0.310000
4 0 0.421161 0.395600
4 1 0.474290 0.387380
4 2 0.484786 0.478171
4 3 0.478038 0.382871
4 4 0.626657 0.560000
4 5 0.558584 0.386369
4 6 0.559200 0.385360
4 7 0.613795 0.391727
4 8 0.463499 0.428175
4 9 0.356458 0.417340
4 10 0.507622 0.465841
4 11 0.468163 0.394556
4 12 0.526320 0.452446
4 13 0.432494 0.500000
4 14 0.581841 0.449636
4 15 0.550018 0.357931
4 16 0.431617 0.388249
4 17 0.472428 0.374413
4 18 0.362436 0.326642
4 19 0.457893 0.346296
4 20 0.487707 0.275388
4 21 0.444749 0.327614
4 22 0.619142 0.000000
4 23 0.365657 0.350000
5 0 0.504727 0.384673
5 1 0.495125 0.402884
5 2 0.561328 0.400396
5 3 0.486497 0.382467
