1 25 0.473684
1 577 0.473684
2 49 0.421053
2 601 0.421053
3 73 0.631579
3 625 0.631579
4 97 0.631579
4 649 0.631579
5 121 0.105263
5 673 0.105263
6 145 0.105263
6 697 0.105263
7 169 0.157895
7 721 0.157895
8 193 0.157895
8 745 0.157895
9 217 0.105263
9 769 0.105263
10 241 0.947368
10 793 0.947368
11 265 0.473684
11 817 0.473684
12 289 0.157895
12 841 0.157895
13 313 0.105263
13 865 0.105263
14 337 0.210526
14 889 0.210526
15 361 0.263158
15 913 0.263158
16 385 0.315789
16 937 0.315789
17 409 0.315789
17 961 0.315789
18 433 0.315789
18 985 0.315789
19 457 0.526316
19 1009 0.526316
20 481 0.578947
20 1033 0.578947
21 505 0.578947
21 1057 0.578947
25 553 0.473684
26 50 0.157895
26 602 0.157895
27 74 0.263158
27 626 0.263158
28 98 0.263158
28 650 0.263158
29 122 0.315789
29 674 0.315789
30 146 0.421053
30 698 0.421053
31 170 0.315789
31 722 0.315789
32 194 0.421053
32 746 0.421053
33 218 0.315789
33 770 0.315789
34 242 0.631579
34 794 0.631579
35 266 0.105263
35 818 0.105263
36 290 0.421053
36 842 0.421053
37 314 0.315789
37 866 0.315789
38 338 0.210526
38 890 0.210526
39 362 0.210526
39 914 0.210526
40 386 0.157895
40 938 0.157895
41 410 0.157895
41 962 0.157895
42 434 0.263158
42 986 0.263158
43 458 0.526316
43 1010 0.526316
44 482 0.631579
44 1034 0.631579
45 506 0.631579
45 1058 0.631579
49 554 0.421053
50 578 0.157895
51 75 0.473684
51 627 0.473684
52 99 0.473684
52 651 0.473684
53 123 0.315789
53 675 0.315789
54 147 0.421053
54 699 0.421053
55 171 0.315789
55 723 0.315789
56 195 0.421053
56 747 0.421053
57 219 0.315789
57 771 0.315789
58 243 0.789474
58 795 0.789474
59 267 0.210526
59 819 0.210526
60 291 0.473684
60 843 0.473684
61 315 0.421053
61 867 0.421053
62 339 0.105263
62 891 0.105263
63 363 0.210526
63 915 0.210526
64 387 0.105263
64 939 0.105263
65 411 0.210526
65 963 0.210526
66 435 0.105263
66 987 0.105263
67 459 0.421053
67 1011 0.421053
68 483 0.473684
68 1035 0.473684
69 507 0.421053
69 1059 0.421053
73 555 0.631579
74 579 0.263158
75 603 0.473684
76 100 0.010526
76 652 0.010526
77 124 0.631579
77 676 0.631579
78 148 0.684211
78 700 0.684211
79 172 0.526316
79 724 0.526316
80 196 0.684211
80 748 0.684211
81 220 0.631579
81 772 0.631579
82 244 0.526316
82 796 0.526316
83 268 0.315789
83 820 0.315789
