72.000000
1 1 -4.055455 -1.719316 0.716628 -0.086837 -0.095521 0.991633 1.460283 15.571511 0.000000 0.000000 0.000000
1 0 0.543625 -0.323285 -0.774570 0.214027 0.466418 0.858281 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.584431 0.421758 -0.693225 -0.266451 -0.192998 0.944328 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.945626 -0.192341 -0.262291 -0.894060 0.408425 0.183971 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.906683 0.420368 0.034877 -0.812532 0.517818 -0.267686 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.222584 0.708448 0.669744 0.942970 0.313627 -0.111561 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.351364 0.002625 -0.936235 0.149716 -0.957369 0.247042 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.254812 0.239109 0.936962 0.943149 0.327065 0.059151 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.600491 -0.727900 0.331016 0.739920 -0.018009 -0.672453 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.551658 0.617976 -0.560159 -0.691189 -0.505203 0.516747 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.892175 -0.445230 0.076115 0.529143 0.192147 -0.826491 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.068753 0.885848 -0.458853 -0.205010 -0.425714 0.881327 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.890857 0.418929 -0.175706 -0.443048 0.883512 -0.152033 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.151144 0.977074 0.149938 0.542244 0.585182 0.602938 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.290446 -0.906464 -0.306536 -0.107912 0.755004 0.646780 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.605812 0.765980 -0.215097 -0.891391 -0.343086 0.296165 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.967807 0.097472 -0.232054 -0.943551 -0.109940 0.312449 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.262992 0.521154 -0.811932 0.390046 -0.920061 0.036765 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.357960 -0.910048 -0.208990 -0.212057 0.462644 0.860809 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.073335 -0.502211 0.861630 0.778917 0.367920 -0.507861 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.546705 -0.743269 0.385571 -0.647696 0.510327 -0.565735 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 0.901872 0.330416 0.278304 0.595896 0.332714 0.730896 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.944725 0.079532 0.318071 0.532779 -0.577238 -0.618824 0.407881 0.339199 1.000000 0.200000 0.000000
1 0 -0.086837 -0.095521 0.991633 -0.737828 0.606141 -0.296991 0.710213 1.790982 1.000000 0.000000 1.000000
2 2 5.807657 -2.691610 -0.000036 0.258749 -0.417655 -0.870984 1.446192 15.125013 0.000000 0.000000 0.000000
2 0 0.712807 -0.102267 -0.693865 -0.042063 -0.637307 -0.769461 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.969074 0.065708 -0.237861 0.724439 -0.386705 0.570655 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 0.044989 -0.309382 -0.949873 0.266952 -0.324197 -0.907542 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.795269 0.598682 0.095538 -0.327086 -0.684972 -0.651020 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.437640 0.841544 0.316663 0.601793 -0.253445 0.757371 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.918093 -0.396358 -0.002414 0.075250 -0.868908 -0.489221 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.810740 0.529683 -0.249270 -0.010523 0.830194 -0.557376 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 0.129817 -0.909685 0.394489 0.093341 -0.976639 0.193554 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.860485 0.423521 0.283189 0.251936 -0.101979 0.962356 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.990560 -0.046645 0.128896 -0.602549 0.347792 0.718314 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 0.544228 0.390671 0.742423 -0.810392 -0.383333 0.443080 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.276914 0.888199 -0.366635 0.339898 -0.533184 0.774716 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.070205 0.944421 -0.321155 -0.384832 -0.888230 -0.250901 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.982591 -0.079042 -0.168130 -0.017576 -0.953381 0.301258 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.924522 0.322848 -0.202553 -0.972227 0.202335 0.117620 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.971773 -0.017772 0.235248 -0.635320 0.584334 -0.504899 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.690018 0.582304 -0.429881 0.772018 -0.529067 -0.352244 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.929367 0.271028 0.250640 0.781817 -0.012899 -0.623375 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.888841 0.101046 0.446935 -0.556211 0.786118 -0.269533 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.871444 0.490260 -0.015171 -0.832415 0.524082 -0.180066 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 -0.950366 -0.311111 -0.003694 -0.117029 0.817976 0.563222 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 0.824939 -0.534583 0.183567 -0.868304 0.496019 -0.003685 0.385500 0.286364 1.000000 0.200000 0.000000
2 0 0.258749 -0.417655 -0.870984 0.216415 -0.972413 0.087054 0.833971 2.900011 1.000000 0.000000 1.000000
3 3 2.139147 -2.442869 -0.900479 0.039090 -0.305565 -0.951368 1.343459 12.124995 0.000000 0.000000 0.000000
3 0 0.125744 0.915521 0.382112 -0.787651 -0.615448 -0.028796 0.383449 0.281818 1.000000 0.200000 0.000000
3 0 0.969074 -0.065708 0.237861 -0.766261 0.338471 -0.546152 0.383449 0.281818 1.000000 0.200000 0.000000
